GeneID	geneSymbol	gene	seqnames	start	end	width	strand	L	area	beta	stat	pval	qval	index.start	index.end	index.width	direction	difference	ICU11	ICU12	ICU20	ICU26	NON05	NON12	NON22	NON23	NON25	NON27	NON28
ENSG00000169184	MN1	"MN1 proto-oncogene, transcriptional regulator"	chr22	27799425	27800246	822	*	39	9.154810392	-1.22357305	-9.54393667	0.000734829	0.048665148	1366708	1366746	39	Hypomethylated	-39	0.872415978	0.790772119	0.764251786	0.789333614	0.419440994	0.313013343	0.372927334	0.362868564	0.437842112	0.631907771	0.29726002
ENSG00000169220	RGS14	regulator of G protein signaling 14	chr5	177367006	177367447	442	*	19	12.61876276	-1.642736603	-11.18190995	0.000285767	0.048665148	401719	401737	19	Hypomethylated	-52	0.888723134	0.891958107	0.916893178	0.891411518	0.263963028	0.434385508	0.771667222	0.575265036	0.608294059	0.877437074	0.248100562
ENSG00000169598	DFFB	DNA fragmentation factor subunit beta	chr1	3858011	3858736	726	*	13	2.270117369	-1.287061903	-9.841829429	0.000653181	0.048665148	13602	13614	13	Hypomethylated	-41	0.922528692	0.653229982	0.84821011	0.676166279	0.462994116	0.477771823	0.538799816	0.437367711	0.478043005	0.596067885	0.319944225
ENSG00000169696	ASPSCR1	"ASPSCR1 tether for SLC2A4, UBX domain containing"	chr17	81991379	81992037	659	*	12	9.084689482	-2.247838867	-9.905036736	0.000653181	0.048665148	1155230	1155241	12	Hypomethylated	-72	0.961442686	0.909021356	0.923225452	0.888745251	0.462187487	0.475037584	0.419354279	0.500204843	0.54350739	0.588536879	0.215493273
ENSG00000169925	BRD3	bromodomain containing 3	chr9	134069155	134069291	137	*	7	1.663330204	-1.768163084	-8.002668487	0.001347186	0.049535451	660663	660669	7	Hypomethylated	-56	0.505990435	0.358175572	0.594108332	0.305851718	0.092615797	0.028171057	0.17917135	0.075384599	0.022059125	0.10201758	0.037617359
ENSG00000170482	SLC23A1	solute carrier family 23 member 1	chr5	139378356	139378447	92	*	7	2.622105185	-1.382338321	-8.507867969	0.001061419	0.048665148	384786	384792	7	Hypomethylated	-44	0.908464173	0.951096296	0.887582115	0.861803065	0.734361815	0.580380868	0.636866575	0.548004319	0.616856699	0.51284668	0.461043722
ENSG00000170525	PFKFB3	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"	chr10	6218794	6219450	657	*	13	5.564369938	-1.648102757	-10.10008187	0.000591945	0.048665148	678456	678468	13	Hypomethylated	-52	0.948657728	0.964964266	0.857362247	0.940402485	0.453018071	0.502681955	0.520794567	0.628026822	0.668516555	0.675120246	0.588280593
ENSG00000170638	TRABD	TraB domain containing	chr22	50184817	50185123	307	*	21	4.386257834	1.090115423	10.72610958	0.000408238	0.048665148	1395399	1395419	21	Hypermethylated	35	0.030235999	0.032182525	0.036416645	0.25061927	0.531505724	0.30912459	0.540944819	0.410873369	0.435599668	0.120047546	0.436517123
ENSG00000171132	PRKCE	protein kinase C epsilon	chr2	45961798	45961986	189	*	5	3.541106665	-2.37388346	-10.13828266	0.000571534	0.048665148	149590	149594	5	Hypomethylated	-76	0.923379226	0.841190579	0.79572903	0.895765271	0.30761041	0.668050174	0.565172771	0.519580678	0.576488628	0.614721132	0.439364292
ENSG00000171298	GAA	alpha glucosidase	chr17	80104628	80104782	155	*	5	1.744615883	-1.143649817	-8.237922722	0.001224715	0.049321012	1148267	1148271	5	Hypomethylated	-36	0.719435555	0.682899823	0.523798374	0.862088896	0.386870559	0.276063749	0.274895322	0.501888588	0.266510223	0.306119892	0.320182795
ENSG00000171298.1	GAA.1	alpha glucosidase	chr17	80109430	80110735	1306	*	7	1.747294001	-1.596106682	-8.651575045	0.001000184	0.048665148	1148294	1148300	7	Hypomethylated	-51	0.971996209	0.86283428	0.848294958	0.905476381	0.530642416	0.671280913	0.60938862	0.601756405	0.735339379	0.895879237	0.594708393
ENSG00000171475	WIPF2	WAS/WASL interacting protein family member 2	chr17	40224437	40224541	105	*	8	5.39586129	-1.774756114	-10.78009244	0.000408238	0.048665148	1108789	1108796	8	Hypomethylated	-56	0.999117465	0.872636506	0.205158251	0.601531995	0.081621235	0.101959734	0.224775831	0.210998525	0.347616534	0.555654514	0.247873546
ENSG00000171603	CLSTN1	calsyntenin 1	chr1	9835741	9837373	1633	*	10	6.740848298	-1.899144107	-12.4367723	0.000122471	0.043155886	21141	21150	10	Hypomethylated	-60	0.948646874	0.96652329	0.915073922	0.908001747	0.569144093	0.656214457	0.543313547	0.526728806	0.595400228	0.700526244	0.437737915
ENSG00000171603.1	CLSTN1.1	calsyntenin 1	chr1	9843015	9843238	224	*	7	5.543241201	-2.054796003	-10.48124725	0.000449062	0.048665148	21160	21166	7	Hypomethylated	-65	0.938461351	0.939511622	0.880534445	0.872759149	0.417668461	0.563552722	0.512252463	0.439009465	0.507010574	0.500566164	0.313518296
ENSG00000171608	PIK3CD	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"	chr1	9665414	9665529	116	*	5	2.432747671	-1.386877795	-8.705686981	0.001000184	0.048665148	20816	20820	5	Hypomethylated	-44	0.980976087	0.985787454	0.930739833	0.987017368	0.503391847	0.798306851	0.576954854	0.69155644	0.652275102	0.572150188	0.310482189
ENSG00000172830	SSH3	slingshot protein phosphatase 3	chr11	67310464	67311820	1357	*	11	6.706614012	-1.930202109	-10.37916885	0.000489886	0.048665148	782953	782963	11	Hypomethylated	-61	0.967315127	0.932307819	0.965743287	0.930379382	0.493924517	0.521650833	0.380404029	0.432309581	0.319353991	0.367707936	0.150283204
ENSG00000172915	NBEA	neurobeachin	chr13	35475360	35476793	1434	*	27	3.873102415	0.638842414	10.04772552	0.000612357	0.048665148	887185	887211	27	Hypermethylated	20	0.081372684	0.079946939	0.037399167	0.134306181	0.088997313	0.262387407	0.276889702	0.494957012	0.429456988	0.088544097	0.272200519
ENSG00000173442	EHBP1L1	EH domain binding protein 1 like 1	chr11	65592129	65592796	668	*	13	8.344429514	-1.740891531	-8.598244239	0.001000184	0.048665148	778783	778795	13	Hypomethylated	-55	0.841046786	0.831596535	0.930716398	0.896082123	0.180351811	0.620874401	0.614299408	0.441593056	0.510177263	0.330217871	0.324558458
ENSG00000173480	ZNF417	zinc finger protein 417	chr19	57915426	57915513	88	*	5	1.955449249	-1.733388879	-8.397930857	0.001081831	0.048665148	1288873	1288877	5	Hypomethylated	-55	0.334297696	0.469935144	0.217314678	0.399067408	0.165825248	0.306974772	0.262699069	0.221308897	0.327965403	0.10886131	0.056729536
ENSG00000173638	SLC19A1	solute carrier family 19 member 1	chr21	45513444	45513644	201	*	11	7.139884714	-1.738382918	-8.614532153	0.001000184	0.048665148	1353306	1353316	11	Hypomethylated	-55	0.857527174	0.910595657	0.79148879	0.867333316	0.118373047	0.337188138	0.329988957	0.492741981	0.373532974	0.192587371	0.139604613
ENSG00000173762	CD7	CD7 molecule	chr17	82310010	82310092	83	*	5	2.49081335	-1.74934483	-8.41911146	0.001081831	0.048665148	1156843	1156847	5	Hypomethylated	-56	0.870010036	0.941480115	0.930354574	0.88382896	0.537965718	0.565765285	0.553615453	0.644276391	0.714663918	0.853691971	0.520924479
ENSG00000174137	FAM53A	family with sequence similarity 53 member A	chr4	1577878	1578466	589	*	23	7.491659683	-1.187088658	-8.835426481	0.001000184	0.048665148	292963	292985	23	Hypomethylated	-38	0.847863087	0.694159475	0.580311152	0.596053481	0.173321415	0.382586074	0.283446228	0.270179872	0.317369596	0.531536736	0.191561357
ENSG00000174306	ZHX3	zinc fingers and homeoboxes 3	chr20	41232714	41232746	33	*	5	2.303776713	-1.785907453	-8.027591334	0.001347186	0.049535451	1313318	1313322	5	Hypomethylated	-57	0.780309988	0.708944078	0.901384628	0.560396341	0.308625817	0.215395998	0.169578943	0.300151962	0.340881189	0.40660144	0.216114515
ENSG00000175287	PHYHD1	phytanoyl-CoA dioxygenase domain containing 1	chr9	128921488	128922379	892	*	10	4.328950945	-1.734750789	-11.17629559	0.000285767	0.048665148	650923	650932	10	Hypomethylated	-55	0.887040557	0.719695568	0.762936682	0.827133709	0.182639441	0.277024066	0.44441336	0.388183791	0.431571563	0.491077829	0.16904605
ENSG00000175354	PTPN2	protein tyrosine phosphatase non-receptor type 2	chr18	12911959	12912339	381	*	33	6.012427204	-0.94826786	-8.145888012	0.001265539	0.049321012	1165772	1165804	33	Hypomethylated	-30	0.898849874	0.746277724	0.879403495	0.866279042	0.81684834	0.596412357	0.677194576	0.552616159	0.591817257	0.584240525	0.589632112
ENSG00000175691	ZNF77	zinc finger protein 77	chr19	2953088	2954682	1595	*	13	8.742061998	-1.918123502	-8.666152752	0.001000184	0.048665148	1205431	1205443	13	Hypomethylated	-61	0.984829651	0.990725851	0.93030973	0.906348837	0.367331769	0.587109464	0.461756006	0.326566213	0.467721617	0.627193578	0.138098621
ENSG00000175866	BAIAP2	BAR/IMD domain containing adaptor protein 2	chr17	81071965	81072248	284	*	10	5.67042946	-1.649676742	-9.032946405	0.000898124	0.048665148	1150326	1150335	10	Hypomethylated	-53	0.835147994	0.90472904	0.791276777	0.749811299	0.332707762	0.473939422	0.395666534	0.383995729	0.519813549	0.706134078	0.293062568
ENSG00000175866.1	BAIAP2.1	BAR/IMD domain containing adaptor protein 2	chr17	81092657	81095242	2586	*	21	9.454595666	-1.303070351	-9.425291299	0.000775653	0.048665148	1150412	1150432	21	Hypomethylated	-41	0.772550557	0.750235359	0.745139644	0.77439185	0.185479227	0.406471496	0.29086269	0.250402396	0.322394756	0.402476305	0.143690637
ENSG00000175906	ARL4D	ADP ribosylation factor like GTPase 4D	chr17	43400009	43400152	144	*	10	7.0534118	-2.17050735	-10.95239328	0.000347003	0.048665148	1112573	1112582	10	Hypomethylated	-69	0.753652631	0.76588703	0.285124498	0.590982043	0.018978758	0.209218834	0.183090173	0.144126322	0.226585208	0.382749821	0.04422449
ENSG00000176155	CCDC57	coiled-coil domain containing 57	chr17	82103785	82106270	2486	*	16	8.091985327	-1.474892487	-11.49975878	0.000265355	0.048665148	1156190	1156205	16	Hypomethylated	-47	0.719532267	0.694938423	0.629166787	0.716174608	0.328817112	0.278658806	0.341556943	0.323623973	0.349987669	0.537706691	0.177506319
ENSG00000176845	METRNL	"meteorin like, glial cell differentiation regulator"	chr17	83089450	83091251	1802	*	15	8.661441477	-1.807068909	-9.074679749	0.000898124	0.048665148	1159231	1159245	15	Hypomethylated	-58	0.855593654	0.905376858	0.868419307	0.819523565	0.396917971	0.484273102	0.539951384	0.531423002	0.440688004	0.699927026	0.312521528
ENSG00000176956	LY6H	lymphocyte antigen 6 family member H	chr8	143185935	143186347	413	*	30	14.46216604	-1.320561863	-13.17927756	8.16E-05	0.036728413	601990	602019	30	Hypomethylated	-42	0.802120822	0.644470954	0.816043341	0.741037791	0.360252878	0.632539337	0.476853496	0.464376848	0.489745101	0.562771696	0.304953989
ENSG00000177096	PHETA2	PH domain containing endocytic trafficking adaptor 2	chr22	42078970	42079131	162	*	5	2.78453916	-2.241293717	-9.92656594	0.000653181	0.048665148	1381931	1381935	5	Hypomethylated	-71	0.700466449	0.817679195	0.9332946	0.767964053	0.001031992	0.000273073	0.326067779	0.244490922	0.118100792	0.553515149	0.129873626
ENSG00000177133	LOC124903827	translation initiation factor IF-2	chr1	3062342	3063654	1313	*	48	32.9863096	-1.630558406	-11.1592547	0.000285767	0.048665148	10328	10375	48	Hypomethylated	-52	0.984318668	0.953183892	0.66934551	0.885173602	0.168158626	0.41048519	0.237533205	0.351714651	0.30685677	0.470081484	0.099983203
ENSG00000177374	HIC1	HIC ZBTB transcriptional repressor 1	chr17	2056528	2059501	2974	*	104	34.45538958	0.848104939	8.356835194	0.001122655	0.048939664	1075920	1076023	104	Hypermethylated	27	0.128477714	0.042885142	0.126830088	0.207669408	0.541157512	0.482345184	0.701351027	0.509370503	0.640276375	0.121613419	0.676741058
ENSG00000177731	FLII	FLII actin remodeling protein	chr17	18246833	18247264	432	*	15	10.11314798	-1.437737092	-8.81315837	0.001000184	0.048665148	1093527	1093541	15	Hypomethylated	-46	0.871633775	0.943750079	0.91379661	0.925829699	0.112210384	0.473128341	0.240716456	0.417804177	0.496289159	0.525559259	0.235534915
ENSG00000178078	STAP2	signal transducing adaptor family member 2	chr19	4326954	4327371	418	*	14	4.950333625	1.120936601	8.783393355	0.001000184	0.048665148	1211059	1211072	14	Hypermethylated	36	0.125902829	0.102927289	0.187643493	0.198216033	0.540325441	0.374590688	0.733697859	0.597014398	0.638771049	0.200847824	0.715753261
ENSG00000178222	RNF212	ring finger protein 212	chr4	1053033	1053759	727	*	12	8.637798858	-1.712008971	-9.167130514	0.000816476	0.048665148	291262	291273	12	Hypomethylated	-54	0.744150514	0.877778044	0.759691671	0.838204184	0.35002426	0.543446877	0.568542928	0.462997134	0.464111695	0.612820003	0.206344237
ENSG00000178685	PARP10	poly(ADP-ribose) polymerase family member 10	chr8	143985298	143985567	270	*	9	4.719128506	-1.71880285	-10.21496123	0.000551122	0.048665148	605752	605760	9	Hypomethylated	-55	0.954699138	0.969365637	0.999999873	0.857778022	0.308957622	0.348145599	0.471736077	0.590071018	0.527878737	0.474178908	0.300467695
ENSG00000179588	ZFPM1	"zinc finger protein, FOG family member 1"	chr16	88499245	88500125	881	*	21	6.774490757	1.310647285	10.20253489	0.000571534	0.048665148	1064836	1064856	21	Hypermethylated	42	0.130682299	0.210421582	0.190243583	0.284834041	0.694273011	0.608441077	0.688605109	0.56630548	0.62915046	0.269450064	0.663736616
ENSG00000179776	CDH5	cadherin 5	chr16	66247958	66248285	328	*	6	3.34702759	-1.668129363	-8.551718962	0.001020596	0.048665148	1044287	1044292	6	Hypomethylated	-53	0.717028742	0.766523855	0.783421914	0.771414466	0.378484694	0.508014014	0.566223582	0.494061579	0.506019234	0.475252189	0.32930639
ENSG00000180448	ARHGAP45	Rho GTPase activating protein 45	chr19	1081516	1082648	1133	*	22	11.49858205	-1.234859696	-8.273364005	0.001204303	0.049321012	1194406	1194427	22	Hypomethylated	-39	0.834278296	0.876855411	0.878552532	0.853889962	0.176687142	0.413077087	0.237300741	0.368550419	0.292176132	0.78072253	0.132278773
ENSG00000180739	S1PR5	sphingosine-1-phosphate receptor 5	chr19	10520677	10522320	1644	*	9	5.93582143	-1.629253529	-8.477903477	0.001061419	0.048665148	1223390	1223398	9	Hypomethylated	-52	0.993082287	0.850203593	0.98114879	0.819297869	0.105645012	0.49997723	0.301862817	0.250649799	0.256549719	0.394644706	0.098930766
ENSG00000181790	ADGRB1	adhesion G protein-coupled receptor B1	chr8	142543616	142544265	650	*	8	4.078465343	-1.490251614	-8.005013184	0.001347186	0.049535451	600874	600881	8	Hypomethylated	-47	0.80130339	0.829423381	0.659510778	0.847406092	0.440269097	0.493527604	0.622576618	0.607258019	0.68240027	0.543638303	0.523946617
ENSG00000182541	LIMK2	LIM domain kinase 2	chr22	31248572	31249797	1226	*	10	6.101786096	-1.855213133	-11.92884528	0.000224531	0.048665148	1369830	1369839	10	Hypomethylated	-59	0.906284335	0.695031332	0.870088823	0.693630221	0.360519084	0.607562539	0.37073317	0.383224607	0.440567411	0.432858228	0.070085534
ENSG00000182557	SPNS3	"SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)"	chr17	4476547	4476928	382	*	12	5.895794373	-1.747571511	-10.25310766	0.000510298	0.048665148	1079383	1079394	12	Hypomethylated	-56	0.668649209	0.753816412	0.570714091	0.663916359	0.27034272	0.365313029	0.375694804	0.403641173	0.428945532	0.374929568	0.20694297
ENSG00000182580	EPHB3	EPH receptor B3	chr3	184562748	184563037	290	*	16	8.963631119	-1.67660544	-10.46093159	0.000449062	0.048665148	280985	281000	16	Hypomethylated	-53	0.908094148	0.738807113	0.879328901	0.716163261	0.054111042	0.261683623	0.193939434	0.271413902	0.175609667	0.412872654	0.127010542
ENSG00000183060	LYSMD4	LysM domain containing 4	chr15	99731854	99732021	168	*	5	2.340924735	-1.66749525	-12.59888509	0.00010206	0.036728413	996642	996646	5	Hypomethylated	-53	0.633155107	0.399488855	0.321499125	0.25236824	0.014643503	0.443063368	0.215000205	0.168201938	0.256028712	0.092986586	0.051548091
ENSG00000183087	GAS6	growth arrest specific 6	chr13	113820977	113821709	733	*	23	12.19155711	-1.448341134	-9.442005707	0.000755241	0.048665148	908596	908618	23	Hypomethylated	-46	0.90387023	0.672888537	0.764071484	0.886902488	0.251443751	0.421702041	0.282730684	0.378549623	0.512960837	0.534809323	0.199819242
ENSG00000183087.1	GAS6.1	growth arrest specific 6	chr13	113838740	113839734	995	*	7	5.238113187	-2.024356995	-9.900688133	0.000653181	0.048665148	908689	908695	7	Hypomethylated	-64	0.746383481	0.824343609	0.726189684	0.927480608	0.378720542	0.645726101	0.346498251	0.343615793	0.447787052	0.541237162	0.225204058
ENSG00000183111	ARHGEF37	Rho guanine nucleotide exchange factor 37	chr5	149561499	149562594	1096	*	5	2.22533841	-1.838928895	-8.704612057	0.001000184	0.048665148	390234	390238	5	Hypomethylated	-59	0.999995638	0.909965498	0.860262077	0.923519621	0.398945404	0.47672525	0.605152165	0.453093571	0.438837947	0.646247667	0.166898442
ENSG00000183484	GPR132	G protein-coupled receptor 132	chr14	105042106	105042386	281	*	10	5.563890396	-2.005590647	-13.61212435	8.16E-05	0.036728413	951876	951885	10	Hypomethylated	-64	0.776654217	0.693026393	0.745101027	0.71963218	0.286126682	0.129753894	0.351566699	0.329953076	0.279116248	0.288596929	0.282569959
ENSG00000183773	AIFM3	apoptosis inducing factor mitochondria associated 3	chr22	20973596	20974311	716	*	6	4.050705002	-2.174191865	-9.182448836	0.000816476	0.048665148	1361797	1361802	6	Hypomethylated	-69	0.941289409	0.820301444	0.998399441	0.987810497	0.343144264	0.380425548	0.700138632	0.657739569	0.736961354	0.492437508	0.488874318
ENSG00000183780	SLC35F3	solute carrier family 35 member F3	chr1	234309475	234309665	191	*	6	3.599966957	-1.438038815	-8.647128284	0.001000184	0.048665148	120384	120389	6	Hypomethylated	-46	0.898062873	0.882723592	0.901232749	0.766466072	0.213257184	0.757253367	0.417761021	0.424570545	0.574198555	0.233200777	0.290581318
ENSG00000183826	BTBD9	BTB domain containing 9	chr6	38177104	38177349	246	*	6	4.014990764	-2.060645463	-8.298672422	0.001163479	0.049321012	433508	433513	6	Hypomethylated	-66	0.954176112	0.925502592	0.882043212	0.892381959	0.460921171	0.667484551	0.554706536	0.674745267	0.669824494	0.719686951	0.324369613
ENSG00000184277	TM2D3	TM2 domain containing 3	chr15	101652866	101653454	589	*	8	2.48890496	-1.284817781	-10.07494537	0.000591945	0.048665148	998464	998471	8	Hypomethylated	-41	0.451871312	0.462607477	0.677405409	0.487934722	0.270013449	0.304463842	0.191554803	0.224241311	0.249234436	0.26519397	0.1977234
ENSG00000184347	SLIT3	slit guidance ligand 3	chr5	168819343	168819442	100	*	5	3.254026103	-1.983477072	-9.64875816	0.000694005	0.048665148	395303	395307	5	Hypomethylated	-63	0.879280262	0.833486315	0.893068132	0.879749844	0.544648468	0.713078236	0.703093957	0.749287871	0.693091546	0.784464835	0.57069214
ENSG00000184363	PKP3	plakophilin 3	chr11	391576	392894	1319	*	9	4.804668524	-1.416839864	-8.189540668	0.001245127	0.049321012	742262	742270	9	Hypomethylated	-45	0.806569938	0.871198931	0.864541431	0.777918432	0.154772437	0.422363628	0.286475732	0.404904548	0.311237326	0.313975146	0.333786638
ENSG00000184489	PTP4A3	protein tyrosine phosphatase 4A3	chr8	141406347	141406450	104	*	5	2.876035747	-1.485520409	-9.899664728	0.000653181	0.048665148	598761	598765	5	Hypomethylated	-47	0.554176024	0.506998971	0.838489026	0.667689643	0.07019805	0.472498851	0.307706439	0.249880006	0.262014346	0.372798795	0.140544072
ENSG00000184640	SEPTIN9	septin 9	chr17	77287349	77289388	2040	*	14	10.39069718	-1.699603534	-8.791653671	0.001000184	0.048665148	1141952	1141965	14	Hypomethylated	-54	0.820878384	0.881578658	0.876723566	0.785778671	0.058472793	0.170947022	0.174951032	0.160004263	0.258042683	0.497716725	0.159041491
ENSG00000184640.1	SEPTIN9.1	septin 9	chr17	77409092	77409808	717	*	14	7.902730668	-1.952311684	-12.97545579	0.00010206	0.036728413	1142201	1142214	14	Hypomethylated	-62	0.866885397	0.426225387	0.756329306	0.867014141	0.430151805	0.198436317	0.440452268	0.477158794	0.52068203	0.723117048	0.307266378
ENSG00000185332	TMEM105	TMEM105 long non-coding RNA	chr17	81330828	81331024	197	*	10	4.726923599	-1.631491712	-8.236113919	0.001224715	0.049321012	1151459	1151468	10	Hypomethylated	-52	0.707022562	0.697237933	0.805011928	0.765571853	0.42342541	0.406288444	0.377719607	0.218532608	0.396998391	0.283670547	0.194825148
ENSG00000185507	IRF7	interferon regulatory factor 7	chr11	613955	615043	1089	*	26	13.38306699	-1.737896328	-14.32526563	8.16E-05	0.036728413	743500	743525	26	Hypomethylated	-55	0.926929521	0.866521146	0.698395347	0.829503614	0.346152798	0.36574888	0.3677895	0.386284064	0.377048514	0.53555835	0.227025682
ENSG00000185567	AHNAK2	AHNAK nucleoprotein 2	chr14	104970205	104970530	326	*	6	5.074499571	-2.092814665	-9.632353641	0.000694005	0.048665148	951602	951607	6	Hypomethylated	-67	0.548610505	0.863726309	0.694803174	0.735326335	0.040645551	0.131934561	0.204986721	0.179001437	0.203171404	0.183293037	0.065344587
ENSG00000185666	SYN3	synapsin III	chr22	32996833	32996985	153	*	8	4.777738515	-1.53810238	-9.429299409	0.000755241	0.048665148	1371066	1371073	8	Hypomethylated	-49	0.563395452	0.772498072	0.371567633	0.575647757	0.183504952	0.214210465	0.337945036	0.303504886	0.550710732	0.301538424	0.147087446
ENSG00000185736	ADARB2	adenosine deaminase RNA specific B2 (inactive)	chr10	1187679	1187754	76	*	5	3.056937324	-1.582343576	-9.241375121	0.000816476	0.048665148	675388	675392	5	Hypomethylated	-50	0.878121311	0.845172464	0.869482443	0.867035515	0.457487611	0.672515747	0.645717874	0.607213539	0.664968338	0.743115018	0.574226625
ENSG00000185818	NAT8L	N-acetyltransferase 8 like	chr4	2061093	2061785	693	*	19	7.861491229	-1.019427977	-8.400778324	0.001081831	0.048665148	294853	294871	19	Hypomethylated	-32	0.826404889	0.793388364	0.932302764	0.762567342	0.371264319	0.59811992	0.300289916	0.362304534	0.350334115	0.53800261	0.271627818
ENSG00000185885	IFITM1	interferon induced transmembrane protein 1	chr11	315740	316671	932	*	42	21.55969559	-1.414130102	-9.579345563	0.000694005	0.048665148	741852	741893	42	Hypomethylated	-45	0.73529799	0.688755623	0.625454526	0.790627148	0.166859388	0.30865472	0.245917338	0.254735395	0.153839693	0.352794292	0.032158727
ENSG00000185989	RASA3	RAS p21 protein activator 3	chr13	114100724	114101612	889	*	7	3.512737058	-1.693975858	-11.13505344	0.000306179	0.048665148	909301	909307	7	Hypomethylated	-54	0.971587728	0.93473089	0.921870193	0.921920109	0.459687859	0.513986595	0.614285142	0.597450563	0.701042388	0.755379997	0.513783552
ENSG00000186111	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma	chr19	3671015	3672069	1055	*	14	4.83394297	1.004696023	8.016778399	0.001347186	0.049535451	1208547	1208560	14	Hypermethylated	32	0.101328455	0.12726911	0.241524238	0.13829058	0.572328094	0.635117991	0.616161026	0.496454013	0.591244441	0.336615651	0.41860115
ENSG00000186163	PRSS59P	"serine protease 59, pseudogene"	chr7	142349790	142349890	101	*	6	3.495253776	-1.813708366	-9.977061228	0.000632769	0.048665148	537862	537867	6	Hypomethylated	-58	0.877607969	0.843388232	0.860911188	0.87109457	0.710895834	0.724251089	0.744554793	0.710906584	0.754574131	0.703024415	0.534375843
ENSG00000186193	SAPCD2	suppressor APC domain containing 2	chr9	137064027	137065048	1022	*	9	3.590460692	-1.434561842	-10.14609232	0.000571534	0.048665148	670308	670316	9	Hypomethylated	-46	0.941197074	0.946361418	0.868876699	0.845207705	0.414197303	0.492897114	0.457650431	0.5508493	0.642375706	0.616537189	0.538820641
ENSG00000187147	RNF220	ring finger protein 220	chr1	44617168	44617520	353	*	29	18.02376667	-1.476338687	-10.54469186	0.000449062	0.048665148	56620	56648	29	Hypomethylated	-47	0.976844791	0.974877882	0.935517405	0.955523176	0.341054352	0.591727355	0.358546458	0.491703143	0.49840662	0.56712274	0.251896017
ENSG00000187556	NANOS3	nanos C2HC-type zinc finger 3	chr19	13854569	13854824	256	*	6	2.70845359	-1.176010657	-9.021597148	0.000898124	0.048665148	1230517	1230522	6	Hypomethylated	-37	0.946084438	0.951215018	0.89736037	0.925770678	0.419997337	0.690003322	0.614849395	0.651981697	0.660265768	0.68638614	0.671272209
ENSG00000187583	PLEKHN1	pleckstrin homology domain containing N1	chr1	971085	971812	728	*	14	3.245630665	-1.132497296	-8.466583213	0.001061419	0.048665148	960	973	14	Hypomethylated	-36	0.660250206	0.546510241	0.678732539	0.594933895	0.192435688	0.38580435	0.290202285	0.37718658	0.29891151	0.484212428	0.132786714
ENSG00000187642	PERM1	"PPARGC1 and ESRR induced regulator, muscle 1"	chr1	978008	978993	986	*	20	8.486389638	-1.209614228	-9.85515252	0.000653181	0.048665148	1016	1035	20	Hypomethylated	-39	0.625894554	0.763814714	0.82946421	0.697867105	0.247529716	0.525539965	0.366568372	0.420366742	0.342148404	0.736658165	0.179004838
ENSG00000188070	ZFTA	zinc finger translocation associated	chr11	63761951	63763425	1475	*	78	44.28911324	-1.369738159	-11.99657119	0.000204119	0.048665148	773385	773462	78	Hypomethylated	-44	0.9380754	0.967164454	0.923287853	0.937245804	0.249164225	0.568385087	0.406385105	0.430585432	0.475340421	0.461893112	0.260631567
ENSG00000188112	C6orf132	chromosome 6 open reading frame 132	chr6	42104479	42104871	393	*	41	14.54410343	1.161250171	8.379333793	0.001102243	0.048939664	435768	435808	41	Hypermethylated	37	0.034906645	0.077236018	0.11658159	0.091336341	0.510836943	0.285937848	0.532403529	0.420910172	0.444492772	0.175665942	0.656513568
ENSG00000188112.1	C6orf132.1	chromosome 6 open reading frame 132	chr6	42123103	42123123	21	*	5	4.635026063	-3.024337348	-35.79479498	2.04E-05	0.036728413	435814	435818	5	Hypomethylated	-96	0.995945088	0.987014453	0.99291043	0.991311852	0.655948162	0.60672936	0.735279354	0.690352077	0.784198869	0.776477084	0.603382532
ENSG00000188162	OTOG	otogelin	chr11	17591520	17591558	39	*	5	1.628377089	-1.228604155	-8.856763471	0.000979772	0.048665148	756637	756641	5	Hypomethylated	-39	0.910729792	0.897111537	0.895272396	0.914698536	0.72587151	0.779589567	0.818479242	0.856717732	0.824195501	0.727672439	0.736275007
ENSG00000188389	PDCD1	programmed cell death 1	chr2	241859671	241860064	394	*	18	12.42500688	-2.057426463	-19.10833662	2.04E-05	0.036728413	223201	223218	18	Hypomethylated	-65	0.927337012	0.941019009	0.939439748	0.901708989	0.069793089	0.347652745	0.219172636	0.388807574	0.407374679	0.401426715	0.141458487
ENSG00000188511	MIR3667HG	MIR3667 host gene	chr22	49523840	49524217	378	*	10	6.362325573	-1.629554602	-8.20208881	0.001245127	0.049321012	1393092	1393101	10	Hypomethylated	-52	0.944308719	0.910082088	0.875173811	0.885449006	0.313588733	0.472471809	0.470369855	0.488258117	0.62080836	0.695475426	0.243911351
ENSG00000188559	RALGAPA2	Ral GTPase activating protein catalytic subunit alpha 2	chr20	20396447	20396526	80	*	6	4.455836401	-2.082886746	-11.91049817	0.000224531	0.048665148	1300177	1300182	6	Hypomethylated	-66	0.804098219	0.762424083	0.647338418	0.895637233	0.38658707	0.390970829	0.56092246	0.39756604	0.522877365	0.29804491	0.239027168
